Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
9,2022-12-15,4,3511,85,1,0,0,0
9,2022-12-16,5,4338,124,1,0,0,0
9,2022-12-17,6,5475,139,1,0,0,0
9,2022-12-18,7,4308,102,1,0,0,0
9,2022-12-19,1,3957,92,1,0,0,0
9,2022-12-20,2,3499,82,1,0,0,0
9,2022-12-21,3,3534,90,1,0,0,0
9,2022-12-22,4,4093,96,1,0,0,0
9,2022-12-23,5,4213,103,1,0,0,0
9,2022-12-24,6,6605,157,1,1,0,0
9,2022-12-25,7,0,0,0,1,a,0
9,2022-12-26,1,3460,83,1,1,0,0
9,2022-12-27,2,3674,85,1,1,0,0
9,2022-12-28,3,3819,90,1,0,0,0
9,2022-12-29,4,3632,94,1,0,0,0
9,2022-12-30,5,4189,94,1,0,0,0
9,2022-12-31,6,5622,135,1,0,0,0
9,2023-01-01,7,4375,117,1,0,a,0
9,2023-01-02,1,3906,87,1,1,0,0
9,2023-01-03,2,3469,69,1,0,0,0
9,2023-01-04,3,3649,78,1,0,0,0
9,2023-01-05,4,3672,88,1,0,0,0
9,2023-01-06,5,3857,92,1,0,0,0
9,2023-01-07,6,5235,143,1,0,0,0
9,2023-01-08,7,4972,129,1,1,0,0
9,2023-01-09,1,3298,88,1,0,0,0
9,2023-01-10,2,3815,94,1,1,0,0
9,2023-01-11,3,3505,82,1,0,0,0
9,2023-01-12,4,3917,105,1,1,0,0
9,2023-01-13,5,4178,98,1,0,0,0
9,2023-01-14,6,5402,126,1,0,0,0
9,2023-01-15,7,0,0,0,0,0,0
9,2023-01-16,1,3815,100,1,1,0,0
9,2023-01-17,2,4087,98,1,1,0,0
9,2023-01-18,3,3741,94,1,0,0,0
9,2023-01-19,4,3780,89,1,0,0,0
9,2023-01-20,5,4792,136,1,1,0,0
9,2023-01-21,6,5507,154,1,0,0,0
9,2023-01-22,7,4338,104,1,0,0,0
9,2023-01-23,1,3404,75,1,0,0,0
9,2023-01-24,2,3477,84,1,0,0,0
9,2023-01-25,3,4113,127,1,1,0,0
9,2023-01-26,4,4318,107,1,1,0,0
9,2023-01-27,5,4350,92,1,0,0,0
9,2023-01-28,6,5035,118,1,0,0,0
9,2023-01-29,7,0,0,0,1,0,0
9,2023-01-30,1,3350,90,1,0,0,0
9,2023-01-31,2,3835,85,1,1,0,0
9,2023-02-01,3,3942,106,1,0,0,0
9,2023-02-02,4,3861,86,1,0,0,0
9,2023-02-03,5,4838,114,1,1,0,0
9,2023-02-04,6,4922,113,1,0,0,0
9,2023-02-05,7,0,0,0,0,0,0
9,2023-02-06,1,3209,75,1,0,0,0
9,2023-02-07,2,3507,89,1,0,0,0
9,2023-02-08,3,3433,77,1,0,0,0
9,2023-02-09,4,4470,110,1,1,0,0
9,2023-02-10,5,4846,97,1,1,0,0
9,2023-02-11,6,5049,121,1,0,0,0
9,2023-02-12,7,4465,111,1,0,0,0
9,2023-02-13,1,3961,95,1,0,0,0
9,2023-02-14,2,3471,100,1,0,0,0
9,2023-02-15,3,3829,88,1,0,0,0
9,2023-02-16,4,3898,87,1,1,0,0
9,2023-02-17,5,4286,108,1,0,0,0
9,2023-02-18,6,6017,140,1,1,0,0
9,2023-02-19,7,4330,95,1,0,0,0
9,2023-02-20,1,3699,72,1,0,0,0
9,2023-02-21,2,3470,90,1,0,0,0
9,2023-02-22,3,3377,84,1,0,0,0
9,2023-02-23,4,4084,110,1,0,0,0
9,2023-02-24,5,4474,112,1,1,0,0
9,2023-02-25,6,5168,130,1,0,0,0
9,2023-02-26,7,0,0,0,1,0,0
9,2023-02-27,1,3623,95,1,0,0,0
9,2023-02-28,2,4134,104,1,1,0,0
9,2023-03-01,3,3705,91,1,0,0,0
9,2023-03-02,4,4622,108,1,1,0,0
9,2023-03-03,5,4305,90,1,0,0,0
9,2023-03-04,6,641,16,1,1,0,0
9,2023-03-05,7,0,0,0,1,0,0
9,2023-03-06,1,3632,96,1,0,0,0
9,2023-03-07,2,3784,93,1,0,0,0
9,2023-03-08,3,3455,85,1,0,0,0
9,2023-03-09,4,4149,112,1,1,0,0
9,2023-03-10,5,4284,107,1,0,0,0
9,2023-03-11,6,5544,128,1,0,0,0
9,2023-03-12,7,0,0,0,0,0,0
9,2023-03-13,1,3907,81,1,0,0,0
9,2023-03-14,2,4109,114,1,1,0,0
9,2023-03-15,3,3522,79,1,0,0,0
9,2023-03-16,4,3643,87,1,0,0,0
9,2023-03-17,5,4717,113,1,1,0,0
9,2023-03-18,6,5702,119,1,0,0,0
9,2023-03-19,7,0,0,0,0,0,0
9,2023-03-20,1,3791,103,1,0,0,0
9,2023-03-21,2,3268,78,1,0,0,0
9,2023-03-22,3,3752,92,1,0,0,0
9,2023-03-23,4,4229,92,1,1,0,0
9,2023-03-24,5,4334,108,1,0,0,0
9,2023-03-25,6,5362,126,1,0,0,0
9,2023-03-26,7,4604,108,1,0,0,0
9,2023-03-27,1,3544,85,1,0,0,0
9,2023-03-28,2,4070,111,1,1,0,0
9,2023-03-29,3,3855,104,1,0,0,0
9,2023-03-30,4,3808,74,1,0,0,0
9,2023-03-31,5,4243,97,1,0,0,0
9,2023-04-01,6,5648,140,1,0,0,0
9,2023-04-02,7,4418,95,1,0,0,0
9,2023-04-03,1,3342,74,1,0,0,0
9,2023-04-04,2,3448,89,1,0,0,0
9,2023-04-05,3,3858,92,1,1,0,0
9,2023-04-06,4,3786,102,1,0,0,0
9,2023-04-07,5,4989,108,1,1,0,0
9,2023-04-08,6,6307,164,1,1,0,0
9,2023-04-09,7,0,0,0,0,0,0
9,2023-04-10,1,3869,94,1,0,0,0
9,2023-04-11,2,3601,94,1,0,0,0
9,2023-04-12,3,3273,80,1,0,0,0
9,2023-04-13,4,4564,117,1,1,0,0
9,2023-04-14,5,4082,100,1,0,0,0
9,2023-04-15,6,10260,231,1,0,0,0
9,2023-04-16,7,8135,202,1,0,0,0
9,2023-04-17,1,6770,152,1,0,0,0
9,2023-04-18,2,6572,151,1,0,0,0
9,2023-04-19,3,8631,212,1,1,0,0
9,2023-04-20,4,7104,180,1,0,0,0
9,2023-04-21,5,8240,189,1,1,0,0
9,2023-04-22,6,0,0,0,0,b,0
9,2023-04-23,7,0,0,0,0,b,0
9,2023-04-24,1,3893,99,1,0,0,0
9,2023-04-25,2,3843,86,1,0,0,0
9,2023-04-26,3,3847,82,1,0,0,0
9,2023-04-27,4,4148,103,1,1,0,0
9,2023-04-28,5,4786,116,1,1,0,0
9,2023-04-29,6,5846,145,1,0,0,0
9,2023-04-30,7,0,0,0,0,0,0
9,2023-05-01,1,3665,92,1,0,0,0
9,2023-05-02,2,4053,88,1,1,0,0
9,2023-05-03,3,3516,89,1,0,0,0
9,2023-05-04,4,4180,101,1,1,0,0
9,2023-05-05,5,4317,114,1,0,0,0
9,2023-05-06,6,5680,135,1,0,0,0
9,2023-05-07,7,4761,98,1,1,0,0
9,2023-05-08,1,3812,90,1,0,0,0
9,2023-05-09,2,3825,88,1,0,0,0
9,2023-05-10,3,3861,95,1,0,0,0
9,2023-05-11,4,4186,108,1,0,0,0
9,2023-05-12,5,4350,99,1,0,0,0
9,2023-05-13,6,5597,154,1,0,0,0
9,2023-05-14,7,0,0,0,1,0,0
9,2023-05-15,1,3916,83,1,0,0,0
9,2023-05-16,2,4234,105,1,1,0,0
9,2023-05-17,3,3650,75,1,0,0,0
9,2023-05-18,4,3955,103,1,0,0,0
9,2023-05-19,5,4374,95,1,0,0,0
9,2023-05-20,6,5448,119,1,0,0,0
9,2023-05-21,7,4717,122,1,0,0,0
9,2023-05-22,1,4243,103,1,1,0,0
9,2023-05-23,2,3718,92,1,0,0,0
9,2023-05-24,3,3852,91,1,0,0,0
9,2023-05-25,4,3739,89,1,0,0,0
9,2023-05-26,5,4691,126,1,1,0,0
9,2023-05-27,6,6116,140,1,1,0,0
9,2023-05-28,7,4477,107,1,0,0,0
9,2023-05-29,1,3971,89,1,0,0,0
9,2023-05-30,2,3589,83,1,0,0,0
9,2023-05-31,3,3833,88,1,0,0,0
9,2023-06-01,4,4056,99,1,0,0,1
9,2023-06-02,5,4219,98,1,0,0,1
9,2023-06-03,6,5410,127,1,0,0,1
9,2023-06-04,7,4739,107,1,0,0,1
9,2023-06-05,1,3790,83,1,0,0,1
9,2023-06-06,2,4028,93,1,1,0,1
9,2023-06-07,3,4245,96,1,1,0,1
9,2023-06-08,4,3909,95,1,0,0,1
9,2023-06-09,5,4374,98,1,0,0,1
9,2023-06-10,6,5878,155,1,0,0,1
9,2023-06-11,7,0,0,0,0,0,1
9,2023-06-12,1,4036,99,1,1,0,1
9,2023-06-13,2,3468,84,1,0,0,1
9,2023-06-14,3,4408,106,1,1,0,1
9,2023-06-15,4,4516,105,1,1,0,1
9,2023-06-16,5,4129,116,1,0,0,1
9,2023-06-17,6,5835,153,1,0,0,1
9,2023-06-18,7,4010,108,1,0,0,1
9,2023-06-19,1,3759,97,1,0,0,1
9,2023-06-20,2,3336,84,1,0,0,1
9,2023-06-21,3,3948,94,1,0,0,1
9,2023-06-22,4,4432,103,1,1,0,1
9,2023-06-23,5,4479,121,1,0,0,1
9,2023-06-24,6,5444,138,1,0,0,1
9,2023-06-25,7,4825,120,1,0,0,1
9,2023-06-26,1,3358,74,1,0,0,1
9,2023-06-27,2,3781,94,1,0,0,1
9,2023-06-28,3,4223,107,1,1,0,1
9,2023-06-29,4,3985,100,1,0,0,1
9,2023-06-30,5,4415,99,1,0,0,1
9,2023-07-01,6,5175,109,1,0,0,1
9,2023-07-02,7,4759,115,1,0,0,1
9,2023-07-03,1,4350,96,1,1,0,1
9,2023-07-04,2,3649,90,1,0,0,1
9,2023-07-05,3,4447,99,1,1,0,1
9,2023-07-06,4,3943,85,1,0,0,1
9,2023-07-07,5,4513,104,1,0,0,1
9,2023-07-08,6,5440,130,1,0,0,1
9,2023-07-09,7,0,0,0,0,0,1
9,2023-07-10,1,3822,91,1,0,0,1
9,2023-07-11,2,4143,99,1,1,0,1
9,2023-07-12,3,4151,111,1,0,0,1
9,2023-07-13,4,4014,98,1,0,0,1
9,2023-07-14,5,4382,105,1,0,0,1
9,2023-07-15,6,5741,152,1,0,0,1
9,2023-07-16,7,4524,113,1,0,0,1
9,2023-07-17,1,3946,100,1,0,0,1
9,2023-07-18,2,3636,93,1,0,0,1
9,2023-07-19,3,3963,93,1,0,0,1
9,2023-07-20,4,3722,95,1,0,0,1
9,2023-07-21,5,3956,102,1,0,0,1
9,2023-07-22,6,5702,140,1,0,0,1
9,2023-07-23,7,4468,118,1,0,0,1
9,2023-07-24,1,4246,104,1,1,0,1
9,2023-07-25,2,3219,88,1,0,0,1
9,2023-07-26,3,4137,96,1,0,0,1
9,2023-07-27,4,3959,95,1,0,0,1
9,2023-07-28,5,4644,107,1,0,0,1
9,2023-07-29,6,5991,155,1,1,0,1
9,2023-07-30,7,0,0,0,0,0,1
9,2023-07-31,1,4382,110,1,1,0,1
9,2023-08-01,2,4228,107,1,1,0,0
9,2023-08-02,3,3864,103,1,0,0,0
9,2023-08-03,4,3671,91,1,0,0,0
9,2023-08-04,5,4430,108,1,0,0,0
9,2023-08-05,6,5372,143,1,0,0,0
9,2023-08-06,7,0,0,0,0,0,0
9,2023-08-07,1,3744,89,1,0,0,0
9,2023-08-08,2,3594,77,1,0,0,0
9,2023-08-09,3,3769,94,1,0,0,0
9,2023-08-10,4,4173,104,1,0,0,0
9,2023-08-11,5,4984,125,1,1,0,0
9,2023-08-12,6,5506,148,1,0,0,0
9,2023-08-13,7,0,0,0,1,0,0
9,2023-08-14,1,3539,83,1,0,0,0
9,2023-08-15,2,3694,97,1,0,0,0
9,2023-08-16,3,3970,98,1,0,0,0
9,2023-08-17,4,4020,93,1,0,a,0
9,2023-08-18,5,4384,106,1,0,0,0
9,2023-08-19,6,5796,136,1,0,0,0
9,2023-08-20,7,0,0,0,1,0,0
9,2023-08-21,1,3760,106,1,0,0,0
9,2023-08-22,2,3927,99,1,0,0,0
9,2023-08-23,3,4349,94,1,1,0,0
9,2023-08-24,4,4698,120,1,1,0,0
9,2023-08-25,5,4521,105,1,0,0,0
9,2023-08-26,6,5423,144,1,0,0,0
9,2023-08-27,7,0,0,0,1,0,0
9,2023-08-28,1,3645,80,1,0,0,0
9,2023-08-29,2,3755,87,1,0,0,0
9,2023-08-30,3,3725,89,1,0,0,0
9,2023-08-31,4,4631,126,1,1,0,0
9,2023-09-01,5,4418,114,1,0,0,0
9,2023-09-02,6,6529,164,1,1,0,0
9,2023-09-03,7,4664,125,1,0,0,0
9,2023-09-04,1,4215,97,1,1,0,0
9,2023-09-05,2,3468,99,1,0,0,0
9,2023-09-06,3,3867,88,1,0,0,0
9,2023-09-07,4,4826,113,1,1,0,0
9,2023-09-08,5,4525,118,1,0,0,0
9,2023-09-09,6,5781,136,1,0,0,0
9,2023-09-10,7,4491,114,1,0,0,0
9,2023-09-11,1,3807,81,1,0,0,0
9,2023-09-12,2,3536,82,1,0,0,0
9,2023-09-13,3,3776,96,1,0,0,0
9,2023-09-14,4,4055,90,1,0,0,0
9,2023-09-15,5,4004,82,1,0,0,0
9,2023-09-16,6,6154,153,1,0,0,0
9,2023-09-17,7,0,0,0,0,0,0
9,2023-09-18,1,4755,110,1,1,0,0
9,2023-09-19,2,3540,84,1,0,0,0
9,2023-09-20,3,3700,94,1,0,0,0
9,2023-09-21,4,4498,108,1,1,0,0
9,2023-09-22,5,4315,113,1,0,0,0
9,2023-09-23,6,6327,164,1,1,0,0
9,2023-09-24,7,0,0,0,1,0,0
9,2023-09-25,1,4372,95,1,1,0,0
9,2023-09-26,2,3535,80,1,0,0,0
9,2023-09-27,3,4638,111,1,1,0,0
9,2023-09-28,4,4921,128,1,1,0,0
9,2023-09-29,5,3989,96,1,0,0,0
9,2023-09-30,6,6210,138,1,0,0,0
9,2023-10-01,7,4810,118,1,0,0,0
9,2023-10-02,1,3839,80,1,0,0,0
9,2023-10-03,2,3600,87,1,0,0,0
9,2023-10-04,3,3909,107,1,0,0,0
9,2023-10-05,4,4183,93,1,0,0,0
9,2023-10-06,5,5004,123,1,0,0,0
9,2023-10-07,6,6316,150,1,0,0,0
9,2023-10-08,7,4284,81,1,0,0,0
9,2023-10-09,1,4321,96,1,1,0,0
9,2023-10-10,2,3727,88,1,0,0,0
9,2023-10-11,3,4143,107,1,0,0,0
9,2023-10-12,4,3993,95,1,0,0,0
9,2023-10-13,5,4266,111,1,0,0,0
9,2023-10-14,6,6574,188,1,1,0,0
9,2023-10-15,7,0,0,0,1,0,0
9,2023-10-16,1,3990,102,1,0,0,0
9,2023-10-17,2,4787,122,1,1,0,0
9,2023-10-18,3,4066,99,1,0,0,0
9,2023-10-19,4,4208,95,1,0,0,0
9,2023-10-20,5,4715,111,1,0,0,0
9,2023-10-21,6,6716,145,1,1,0,0
9,2023-10-22,7,0,0,0,0,0,0
9,2023-10-23,1,3752,93,1,0,0,0
9,2023-10-24,2,4519,112,1,1,0,0
9,2023-10-25,3,3952,99,1,0,0,0
9,2023-10-26,4,3826,105,1,0,0,0
9,2023-10-27,5,5450,118,1,1,0,0
9,2023-10-28,6,5498,127,1,0,0,0
9,2023-10-29,7,4399,119,1,0,0,0
9,2023-10-30,1,3648,88,1,0,0,0
9,2023-10-31,2,3788,97,1,0,0,0
9,2023-11-01,3,4091,97,1,0,0,0
9,2023-11-02,4,4081,106,1,0,0,0
9,2023-11-03,5,4331,106,1,0,0,0
9,2023-11-04,6,5498,132,1,0,0,0
9,2023-11-05,7,5577,138,1,1,0,0
9,2023-11-06,1,4374,101,1,1,0,0
9,2023-11-07,2,3801,101,1,0,0,0
9,2023-11-08,3,3881,99,1,0,0,0
9,2023-11-09,4,4711,113,1,1,0,0
9,2023-11-10,5,4549,116,1,0,0,0
9,2023-11-11,6,6434,159,1,0,0,0
9,2023-11-12,7,5487,142,1,1,0,0
9,2023-11-13,1,4316,98,1,1,0,0
9,2023-11-14,2,4343,108,1,1,0,0
9,2023-11-15,3,4288,99,1,1,0,0
9,2023-11-16,4,3849,90,1,0,0,0
9,2023-11-17,5,4749,115,1,0,0,0
9,2023-11-18,6,5835,149,1,0,0,0
9,2023-11-19,7,0,0,0,0,0,0
9,2023-11-20,1,3522,69,1,0,0,0
9,2023-11-21,2,4101,100,1,1,0,0
9,2023-11-22,3,4576,113,1,1,0,0
9,2023-11-23,4,3882,92,1,0,0,0
9,2023-11-24,5,4782,110,1,1,0,0
9,2023-11-25,6,6263,164,1,1,0,0
9,2023-11-26,7,4617,106,1,0,0,0
9,2023-11-27,1,3919,94,1,0,0,0
9,2023-11-28,2,4077,88,1,0,0,0
9,2023-11-29,3,3720,81,1,0,0,0
9,2023-11-30,4,3853,96,1,0,0,0
9,2023-12-01,5,4159,106,1,0,0,0
9,2023-12-02,6,5932,145,1,0,0,0
9,2023-12-03,7,4729,112,1,0,0,0
9,2023-12-04,1,4210,104,1,1,0,0
9,2023-12-05,2,3605,90,1,0,0,0
9,2023-12-06,3,4495,115,1,1,0,0
9,2023-12-07,4,4049,110,1,0,0,0
9,2023-12-08,5,4258,101,1,0,0,0
9,2023-12-09,6,6701,160,1,1,0,0
9,2023-12-10,7,4383,115,1,0,0,0
9,2023-12-11,1,3862,92,1,0,0,0
9,2023-12-12,2,4294,89,1,1,0,0
9,2023-12-13,3,4019,101,1,0,0,0
9,2023-12-14,4,4315,118,1,0,0,0
9,2023-12-15,5,4415,104,1,0,0,0
9,2023-12-16,6,6653,124,1,1,0,0
9,2023-12-17,7,4248,91,1,0,0,0
9,2023-12-18,1,4239,96,1,0,0,0
9,2023-12-19,2,3422,78,1,0,0,0
9,2023-12-20,3,3930,105,1,0,0,0
9,2023-12-21,4,4090,108,1,1,0,0
9,2023-12-22,5,4320,120,1,0,0,0
9,2023-12-23,6,6297,170,1,0,0,0
9,2023-12-24,7,4993,125,1,0,0,0
9,2023-12-25,1,4663,113,1,1,a,0
9,2023-12-26,2,3743,82,1,0,0,0
9,2023-12-27,3,4920,104,1,1,0,0
9,2023-12-28,4,4755,112,1,1,0,0
9,2023-12-29,5,4668,99,1,0,0,0
9,2023-12-30,6,6572,179,1,0,0,0
9,2023-12-31,7,4988,119,1,0,0,0
9,2024-01-01,1,4437,109,1,1,a,0
9,2024-01-02,2,3882,101,1,0,0,0
9,2024-01-03,3,4237,105,1,0,0,0
9,2024-01-04,4,4848,102,1,1,0,0
9,2024-01-05,5,4697,110,1,0,0,0
9,2024-01-06,6,6187,138,1,0,0,0
9,2024-01-07,7,5337,137,1,0,0,0
9,2024-01-08,1,3696,90,1,0,0,0
9,2024-01-09,2,4514,108,1,1,0,0
9,2024-01-10,3,4056,99,1,0,0,0
9,2024-01-11,4,4016,96,1,0,0,0
9,2024-01-12,5,5038,114,1,1,0,0
9,2024-01-13,6,6303,148,1,0,0,0
9,2024-01-14,7,5178,117,1,1,0,0
9,2024-01-15,1,4151,104,1,1,0,0
9,2024-01-16,2,3691,96,1,0,0,0
9,2024-01-17,3,3617,79,1,0,0,0
9,2024-01-18,4,4517,124,1,1,0,0
9,2024-01-19,5,4296,115,1,0,0,0
9,2024-01-20,6,5856,129,1,0,0,0
9,2024-01-21,7,5860,142,1,1,0,0
9,2024-01-22,1,3775,85,1,0,0,0
9,2024-01-23,2,4564,105,1,1,0,0
9,2024-01-24,3,4127,81,1,0,0,0
9,2024-01-25,4,3652,71,1,0,0,0
9,2024-01-26,5,4416,106,1,0,0,0
9,2024-01-27,6,6591,167,1,1,0,0
9,2024-01-28,7,4851,111,1,0,0,0
9,2024-01-29,1,4608,110,1,1,0,0
9,2024-01-30,2,3873,95,1,0,0,0
9,2024-01-31,3,3806,104,1,0,0,0
9,2024-02-01,4,3984,102,1,0,0,0
9,2024-02-02,5,4207,105,1,0,0,0
9,2024-02-03,6,5869,138,1,0,0,0
9,2024-02-04,7,4680,122,1,0,0,0
9,2024-02-05,1,4006,89,1,0,0,0
9,2024-02-06,2,4541,117,1,1,0,0
9,2024-02-07,3,3924,110,1,0,0,0
9,2024-02-08,4,4806,110,1,1,0,0
9,2024-02-09,5,4507,102,1,0,0,0
9,2024-02-10,6,5533,130,1,0,0,0
9,2024-02-11,7,0,0,0,0,0,0
9,2024-02-12,1,3465,96,1,0,0,0
9,2024-02-13,2,3746,86,1,0,0,0
9,2024-02-14,3,3878,91,1,0,0,0
9,2024-02-15,4,3902,74,1,0,0,0
9,2024-02-16,5,5463,129,1,1,0,0
9,2024-02-17,6,6023,130,1,0,0,0
9,2024-02-18,7,5653,142,1,1,0,0
9,2024-02-19,1,4049,99,1,0,0,0
9,2024-02-20,2,3828,105,1,0,0,0
9,2024-02-21,3,4001,108,1,0,0,0
9,2024-02-22,4,4306,108,1,0,0,0
9,2024-02-23,5,4723,119,1,0,0,0
9,2024-02-24,6,6180,150,1,0,0,0
9,2024-02-25,7,4780,111,1,0,0,0
9,2024-02-26,1,3727,87,1,0,0,0
9,2024-02-27,2,3880,95,1,0,0,0
9,2024-02-28,3,3893,103,1,0,0,0
9,2024-02-29,4,4276,103,1,0,0,0
9,2024-03-01,5,5340,133,1,1,0,0
9,2024-03-02,6,6788,172,1,1,0,0
9,2024-03-03,7,4704,116,1,0,0,0
9,2024-03-04,1,4741,100,1,1,0,0
9,2024-03-05,2,4620,129,1,1,0,0
9,2024-03-06,3,3903,94,1,0,0,0
9,2024-03-07,4,3893,99,1,0,0,0
9,2024-03-08,5,5320,131,1,1,0,0
9,2024-03-09,6,6246,124,1,0,0,0
9,2024-03-10,7,0,0,0,1,0,0
9,2024-03-11,1,4025,84,1,0,0,0
9,2024-03-12,2,3688,82,1,0,0,0
9,2024-03-13,3,3817,98,1,0,0,0
9,2024-03-14,4,4347,109,1,0,0,0
9,2024-03-15,5,5453,128,1,1,0,0
9,2024-03-16,6,6740,150,1,1,0,0
9,2024-03-17,7,5003,121,1,0,0,0
9,2024-03-18,1,4074,97,1,0,0,0
9,2024-03-19,2,4101,102,1,1,0,0
9,2024-03-20,3,4045,104,1,0,0,0
9,2024-03-21,4,4454,110,1,0,0,0
9,2024-03-22,5,4709,123,1,0,0,0
9,2024-03-23,6,5913,152,1,1,0,0
9,2024-03-24,7,5247,132,1,1,0,0
9,2024-03-25,1,4142,90,1,0,0,0
9,2024-03-26,2,3751,84,1,0,0,0
9,2024-03-27,3,4900,125,1,1,0,0
9,2024-03-28,4,4593,104,1,0,0,0
9,2024-03-29,5,4552,107,1,0,0,0
9,2024-03-30,6,5741,153,1,0,0,0
9,2024-03-31,7,0,0,0,1,0,0
9,2024-04-01,1,4101,103,1,0,0,0
9,2024-04-02,2,3748,91,1,0,0,0
9,2024-04-03,3,7127,189,1,0,0,0
9,2024-04-04,4,7096,182,1,0,0,0
9,2024-04-05,5,8126,205,1,0,0,0
9,2024-04-06,6,10303,206,1,0,0,0
9,2024-04-07,7,7842,191,1,0,0,0
9,2024-04-08,1,6825,160,1,0,0,0
9,2024-04-09,2,7227,168,1,0,0,0
9,2024-04-10,3,0,0,0,0,b,0
9,2024-04-11,4,0,0,0,1,b,0
9,2024-04-12,5,5323,139,1,1,0,0
9,2024-04-13,6,6028,147,1,0,0,0
9,2024-04-14,7,6117,141,1,1,0,0
9,2024-04-15,1,3764,86,1,0,0,0
9,2024-04-16,2,4177,121,1,1,0,0
9,2024-04-17,3,4043,110,1,0,0,0
9,2024-04-18,4,4269,105,1,0,0,0
9,2024-04-19,5,4621,100,1,0,0,0
9,2024-04-20,6,5546,137,1,0,0,0
9,2024-04-21,7,5825,151,1,1,0,0
9,2024-04-22,1,3942,101,1,0,0,0
9,2024-04-23,2,3990,103,1,0,0,0
9,2024-04-24,3,4375,118,1,0,0,0
9,2024-04-25,4,4469,105,1,1,0,0
9,2024-04-26,5,4237,101,1,0,0,0
9,2024-04-27,6,6130,164,1,0,0,0
9,2024-04-28,7,0,0,0,1,0,0
9,2024-04-29,1,3897,100,1,0,0,0
9,2024-04-30,2,3778,99,1,0,0,0
9,2024-05-01,3,4760,116,1,1,0,0
9,2024-05-02,4,4060,101,1,0,0,0
9,2024-05-03,5,4757,117,1,0,0,0
9,2024-05-04,6,5652,145,1,0,0,0
9,2024-05-05,7,5249,104,1,1,0,0
9,2024-05-06,1,3986,108,1,0,0,0
9,2024-05-07,2,585,13,1,1,0,0
9,2024-05-08,3,4753,106,1,1,0,0
9,2024-05-09,4,4518,102,1,0,0,0
9,2024-05-10,5,5690,140,1,1,0,0
9,2024-05-11,6,6115,148,1,0,0,0
9,2024-05-12,7,5071,117,1,0,0,0
9,2024-05-13,1,4647,112,1,1,0,0
9,2024-05-14,2,4750,117,1,1,0,0
9,2024-05-15,3,4153,98,1,0,0,0
9,2024-05-16,4,4097,95,1,0,0,0
9,2024-05-17,5,4482,118,1,0,0,0
9,2024-05-18,6,6334,135,1,0,0,0
9,2024-05-19,7,4837,115,1,0,0,0
9,2024-05-20,1,4378,111,1,0,0,0
9,2024-05-21,2,3691,94,1,0,0,0
9,2024-05-22,3,4341,112,1,0,0,0
9,2024-05-23,4,4129,105,1,0,0,0
9,2024-05-24,5,5474,132,1,1,0,0
9,2024-05-25,6,6449,142,1,1,0,0
9,2024-05-26,7,4439,109,1,0,0,0
9,2024-05-27,1,4297,105,1,0,0,0
9,2024-05-28,2,3827,96,1,0,0,0
9,2024-05-29,3,4293,99,1,0,0,0
9,2024-05-30,4,4087,98,1,0,0,0
9,2024-05-31,5,5638,133,1,1,0,0
9,2024-06-01,6,5879,132,1,0,0,1
9,2024-06-02,7,0,0,0,0,0,1
9,2024-06-03,1,4137,103,1,0,0,1
9,2024-06-04,2,4104,110,1,0,0,1
9,2024-06-05,3,4229,121,1,0,0,1
9,2024-06-06,4,4832,115,1,1,0,1
9,2024-06-07,5,4270,110,1,0,0,1
9,2024-06-08,6,5696,142,1,0,0,1
9,2024-06-09,7,4732,113,1,0,0,1
9,2024-06-10,1,4556,111,1,1,0,1
9,2024-06-11,2,4147,98,1,0,0,1
9,2024-06-12,3,4080,98,1,0,0,1
9,2024-06-13,4,4361,104,1,1,0,1
9,2024-06-14,5,4079,101,1,0,0,1
9,2024-06-15,6,5817,131,1,0,0,1
9,2024-06-16,7,4786,113,1,0,0,1
9,2024-06-17,1,4091,89,1,0,0,1
9,2024-06-18,2,3646,89,1,0,0,1
9,2024-06-19,3,3826,93,1,0,0,1
9,2024-06-20,4,4342,119,1,0,0,1
9,2024-06-21,5,5007,128,1,0,0,1
9,2024-06-22,6,5443,133,1,0,0,1
9,2024-06-23,7,0,0,0,0,0,1
9,2024-06-24,1,4249,91,1,0,0,1
9,2024-06-25,2,4739,100,1,1,0,1
9,2024-06-26,3,3926,103,1,0,0,1
9,2024-06-27,4,4499,111,1,0,0,1
9,2024-06-28,5,4711,127,1,0,0,1
9,2024-06-29,6,6245,171,1,0,0,1
9,2024-06-30,7,4753,116,1,0,0,1
10,2022-01-01,6,6221,162,1,0,a,0
10,2022-01-02,7,4706,126,1,0,0,0
10,2022-01-03,1,3978,93,1,0,0,0
10,2022-01-04,2,4532,115,1,1,0,0
10,2022-01-05,3,4212,120,1,0,0,0
10,2022-01-06,4,4841,99,1,0,0,0
10,2022-01-07,5,5388,119,1,0,0,0
10,2022-01-08,6,6024,147,1,0,0,0
10,2022-01-09,7,5377,130,1,0,0,0
10,2022-01-10,1,3871,71,1,0,0,0
10,2022-01-11,2,4088,97,1,0,0,0
10,2022-01-12,3,4655,104,1,1,0,0
10,2022-01-13,4,4866,130,1,1,0,0
10,2022-01-14,5,5423,143,1,0,0,0
10,2022-01-15,6,6036,152,1,0,0,0
10,2022-01-16,7,5582,152,1,1,0,0
10,2022-01-17,1,3900,104,1,0,0,0
10,2022-01-18,2,3861,109,1,0,0,0
