Date,DayOfWeek,Year,Month,WeekOfYear,StateHoliday,IsLebaranShoppingWindow,SchoolHoliday
2023-09-24,7,2023,9,38,0,0,0
2023-09-25,1,2023,9,39,0,0,0
2023-09-26,2,2023,9,39,0,0,0
2023-09-27,3,2023,9,39,0,0,0
2023-09-28,4,2023,9,39,0,0,0
2023-09-29,5,2023,9,39,0,0,0
2023-09-30,6,2023,9,39,0,0,0
2023-10-01,7,2023,10,39,0,0,0
2023-10-02,1,2023,10,40,0,0,0
2023-10-03,2,2023,10,40,0,0,0
2023-10-04,3,2023,10,40,0,0,0
2023-10-05,4,2023,10,40,0,0,0
2023-10-06,5,2023,10,40,0,0,0
2023-10-07,6,2023,10,40,0,0,0
2023-10-08,7,2023,10,40,0,0,0
2023-10-09,1,2023,10,41,0,0,0
2023-10-10,2,2023,10,41,0,0,0
2023-10-11,3,2023,10,41,0,0,0
2023-10-12,4,2023,10,41,0,0,0
2023-10-13,5,2023,10,41,0,0,0
2023-10-14,6,2023,10,41,0,0,0
2023-10-15,7,2023,10,41,0,0,0
2023-10-16,1,2023,10,42,0,0,0
2023-10-17,2,2023,10,42,0,0,0
2023-10-18,3,2023,10,42,0,0,0
2023-10-19,4,2023,10,42,0,0,0
2023-10-20,5,2023,10,42,0,0,0
2023-10-21,6,2023,10,42,0,0,0
2023-10-22,7,2023,10,42,0,0,0
2023-10-23,1,2023,10,43,0,0,0
2023-10-24,2,2023,10,43,0,0,0
2023-10-25,3,2023,10,43,0,0,0
2023-10-26,4,2023,10,43,0,0,0
2023-10-27,5,2023,10,43,0,0,0
2023-10-28,6,2023,10,43,0,0,0
2023-10-29,7,2023,10,43,0,0,0
2023-10-30,1,2023,10,44,0,0,0
2023-10-31,2,2023,10,44,0,0,0
2023-11-01,3,2023,11,44,0,0,0
2023-11-02,4,2023,11,44,0,0,0
2023-11-03,5,2023,11,44,0,0,0
2023-11-04,6,2023,11,44,0,0,0
2023-11-05,7,2023,11,44,0,0,0
2023-11-06,1,2023,11,45,0,0,0
2023-11-07,2,2023,11,45,0,0,0
2023-11-08,3,2023,11,45,0,0,0
2023-11-09,4,2023,11,45,0,0,0
2023-11-10,5,2023,11,45,0,0,0
2023-11-11,6,2023,11,45,0,0,0
2023-11-12,7,2023,11,45,0,0,0
2023-11-13,1,2023,11,46,0,0,0
2023-11-14,2,2023,11,46,0,0,0
2023-11-15,3,2023,11,46,0,0,0
2023-11-16,4,2023,11,46,0,0,0
2023-11-17,5,2023,11,46,0,0,0
2023-11-18,6,2023,11,46,0,0,0
2023-11-19,7,2023,11,46,0,0,0
2023-11-20,1,2023,11,47,0,0,0
2023-11-21,2,2023,11,47,0,0,0
2023-11-22,3,2023,11,47,0,0,0
2023-11-23,4,2023,11,47,0,0,0
2023-11-24,5,2023,11,47,0,0,0
2023-11-25,6,2023,11,47,0,0,0
2023-11-26,7,2023,11,47,0,0,0
2023-11-27,1,2023,11,48,0,0,0
2023-11-28,2,2023,11,48,0,0,0
2023-11-29,3,2023,11,48,0,0,0
2023-11-30,4,2023,11,48,0,0,0
2023-12-01,5,2023,12,48,0,0,0
2023-12-02,6,2023,12,48,0,0,0
2023-12-03,7,2023,12,48,0,0,0
2023-12-04,1,2023,12,49,0,0,0
2023-12-05,2,2023,12,49,0,0,0
2023-12-06,3,2023,12,49,0,0,0
2023-12-07,4,2023,12,49,0,0,0
2023-12-08,5,2023,12,49,0,0,0
2023-12-09,6,2023,12,49,0,0,0
2023-12-10,7,2023,12,49,0,0,0
2023-12-11,1,2023,12,50,0,0,0
2023-12-12,2,2023,12,50,0,0,0
2023-12-13,3,2023,12,50,0,0,0
2023-12-14,4,2023,12,50,0,0,0
2023-12-15,5,2023,12,50,0,0,0
2023-12-16,6,2023,12,50,0,0,0
2023-12-17,7,2023,12,50,0,0,0
2023-12-18,1,2023,12,51,0,0,0
2023-12-19,2,2023,12,51,0,0,0
2023-12-20,3,2023,12,51,0,0,0
2023-12-21,4,2023,12,51,0,0,0
2023-12-22,5,2023,12,51,0,0,0
2023-12-23,6,2023,12,51,0,0,0
2023-12-24,7,2023,12,51,0,0,0
2023-12-25,1,2023,12,52,a,0,0
2023-12-26,2,2023,12,52,0,0,0
2023-12-27,3,2023,12,52,0,0,0
2023-12-28,4,2023,12,52,0,0,0
2023-12-29,5,2023,12,52,0,0,0
2023-12-30,6,2023,12,52,0,0,0
2023-12-31,7,2023,12,52,0,0,0
2024-01-01,1,2024,1,1,a,0,0
2024-01-02,2,2024,1,1,0,0,0
2024-01-03,3,2024,1,1,0,0,0
2024-01-04,4,2024,1,1,0,0,0
2024-01-05,5,2024,1,1,0,0,0
2024-01-06,6,2024,1,1,0,0,0
2024-01-07,7,2024,1,1,0,0,0
2024-01-08,1,2024,1,2,0,0,0
2024-01-09,2,2024,1,2,0,0,0
2024-01-10,3,2024,1,2,0,0,0
2024-01-11,4,2024,1,2,0,0,0
2024-01-12,5,2024,1,2,0,0,0
2024-01-13,6,2024,1,2,0,0,0
2024-01-14,7,2024,1,2,0,0,0
2024-01-15,1,2024,1,3,0,0,0
2024-01-16,2,2024,1,3,0,0,0
2024-01-17,3,2024,1,3,0,0,0
2024-01-18,4,2024,1,3,0,0,0
2024-01-19,5,2024,1,3,0,0,0
2024-01-20,6,2024,1,3,0,0,0
2024-01-21,7,2024,1,3,0,0,0
2024-01-22,1,2024,1,4,0,0,0
2024-01-23,2,2024,1,4,0,0,0
2024-01-24,3,2024,1,4,0,0,0
2024-01-25,4,2024,1,4,0,0,0
2024-01-26,5,2024,1,4,0,0,0
2024-01-27,6,2024,1,4,0,0,0
2024-01-28,7,2024,1,4,0,0,0
2024-01-29,1,2024,1,5,0,0,0
2024-01-30,2,2024,1,5,0,0,0
2024-01-31,3,2024,1,5,0,0,0
2024-02-01,4,2024,2,5,0,0,0
2024-02-02,5,2024,2,5,0,0,0
2024-02-03,6,2024,2,5,0,0,0
2024-02-04,7,2024,2,5,0,0,0
2024-02-05,1,2024,2,6,0,0,0
2024-02-06,2,2024,2,6,0,0,0
2024-02-07,3,2024,2,6,0,0,0
2024-02-08,4,2024,2,6,0,0,0
2024-02-09,5,2024,2,6,0,0,0
2024-02-10,6,2024,2,6,0,0,0
2024-02-11,7,2024,2,6,0,0,0
2024-02-12,1,2024,2,7,0,0,0
2024-02-13,2,2024,2,7,0,0,0
2024-02-14,3,2024,2,7,0,0,0
2024-02-15,4,2024,2,7,0,0,0
2024-02-16,5,2024,2,7,0,0,0
2024-02-17,6,2024,2,7,0,0,0
2024-02-18,7,2024,2,7,0,0,0
2024-02-19,1,2024,2,8,0,0,0
2024-02-20,2,2024,2,8,0,0,0
2024-02-21,3,2024,2,8,0,0,0
2024-02-22,4,2024,2,8,0,0,0
2024-02-23,5,2024,2,8,0,0,0
2024-02-24,6,2024,2,8,0,0,0
2024-02-25,7,2024,2,8,0,0,0
2024-02-26,1,2024,2,9,0,0,0
2024-02-27,2,2024,2,9,0,0,0
2024-02-28,3,2024,2,9,0,0,0
2024-02-29,4,2024,2,9,0,0,0
2024-03-01,5,2024,3,9,0,0,0
2024-03-02,6,2024,3,9,0,0,0
2024-03-03,7,2024,3,9,0,0,0
2024-03-04,1,2024,3,10,0,0,0
2024-03-05,2,2024,3,10,0,0,0
2024-03-06,3,2024,3,10,0,0,0
2024-03-07,4,2024,3,10,0,0,0
2024-03-08,5,2024,3,10,0,0,0
2024-03-09,6,2024,3,10,0,0,0
2024-03-10,7,2024,3,10,0,0,0
2024-03-11,1,2024,3,11,0,0,0
2024-03-12,2,2024,3,11,0,0,0
2024-03-13,3,2024,3,11,0,0,0
2024-03-14,4,2024,3,11,0,0,0
2024-03-15,5,2024,3,11,0,0,0
2024-03-16,6,2024,3,11,0,0,0
2024-03-17,7,2024,3,11,0,0,0
2024-03-18,1,2024,3,12,0,0,0
2024-03-19,2,2024,3,12,0,0,0
2024-03-20,3,2024,3,12,0,0,0
2024-03-21,4,2024,3,12,0,0,0
2024-03-22,5,2024,3,12,0,0,0
2024-03-23,6,2024,3,12,0,0,0
2024-03-24,7,2024,3,12,0,0,0
2024-03-25,1,2024,3,13,0,0,0
2024-03-26,2,2024,3,13,0,0,0
2024-03-27,3,2024,3,13,0,0,0
2024-03-28,4,2024,3,13,0,0,0
2024-03-29,5,2024,3,13,0,0,0
2024-03-30,6,2024,3,13,0,0,0
2024-03-31,7,2024,3,13,0,0,0
2024-04-01,1,2024,4,14,0,0,0
2024-04-02,2,2024,4,14,0,0,0
2024-04-03,3,2024,4,14,0,1,0
2024-04-04,4,2024,4,14,0,1,0
2024-04-05,5,2024,4,14,0,1,0
2024-04-06,6,2024,4,14,0,1,0
2024-04-07,7,2024,4,14,0,1,0
2024-04-08,1,2024,4,15,0,1,0
2024-04-09,2,2024,4,15,0,1,0
2024-04-10,3,2024,4,15,b,0,0
2024-04-11,4,2024,4,15,b,0,0
2024-04-12,5,2024,4,15,0,0,0
2024-04-13,6,2024,4,15,0,0,0
2024-04-14,7,2024,4,15,0,0,0
2024-04-15,1,2024,4,16,0,0,0
2024-04-16,2,2024,4,16,0,0,0
2024-04-17,3,2024,4,16,0,0,0
2024-04-18,4,2024,4,16,0,0,0
2024-04-19,5,2024,4,16,0,0,0
2024-04-20,6,2024,4,16,0,0,0
2024-04-21,7,2024,4,16,0,0,0
2024-04-22,1,2024,4,17,0,0,0
2024-04-23,2,2024,4,17,0,0,0
2024-04-24,3,2024,4,17,0,0,0
2024-04-25,4,2024,4,17,0,0,0
2024-04-26,5,2024,4,17,0,0,0
2024-04-27,6,2024,4,17,0,0,0
2024-04-28,7,2024,4,17,0,0,0
2024-04-29,1,2024,4,18,0,0,0
2024-04-30,2,2024,4,18,0,0,0
2024-05-01,3,2024,5,18,0,0,0
2024-05-02,4,2024,5,18,0,0,0
2024-05-03,5,2024,5,18,0,0,0
2024-05-04,6,2024,5,18,0,0,0
2024-05-05,7,2024,5,18,0,0,0
2024-05-06,1,2024,5,19,0,0,0
2024-05-07,2,2024,5,19,0,0,0
2024-05-08,3,2024,5,19,0,0,0
2024-05-09,4,2024,5,19,0,0,0
2024-05-10,5,2024,5,19,0,0,0
2024-05-11,6,2024,5,19,0,0,0
2024-05-12,7,2024,5,19,0,0,0
2024-05-13,1,2024,5,20,0,0,0
2024-05-14,2,2024,5,20,0,0,0
2024-05-15,3,2024,5,20,0,0,0
2024-05-16,4,2024,5,20,0,0,0
2024-05-17,5,2024,5,20,0,0,0
2024-05-18,6,2024,5,20,0,0,0
2024-05-19,7,2024,5,20,0,0,0
2024-05-20,1,2024,5,21,0,0,0
2024-05-21,2,2024,5,21,0,0,0
2024-05-22,3,2024,5,21,0,0,0
2024-05-23,4,2024,5,21,0,0,0
2024-05-24,5,2024,5,21,0,0,0
2024-05-25,6,2024,5,21,0,0,0
2024-05-26,7,2024,5,21,0,0,0
2024-05-27,1,2024,5,22,0,0,0
2024-05-28,2,2024,5,22,0,0,0
2024-05-29,3,2024,5,22,0,0,0
2024-05-30,4,2024,5,22,0,0,0
2024-05-31,5,2024,5,22,0,0,0
2024-06-01,6,2024,6,22,0,0,1
2024-06-02,7,2024,6,22,0,0,1
2024-06-03,1,2024,6,23,0,0,1
2024-06-04,2,2024,6,23,0,0,1
2024-06-05,3,2024,6,23,0,0,1
2024-06-06,4,2024,6,23,0,0,1
2024-06-07,5,2024,6,23,0,0,1
2024-06-08,6,2024,6,23,0,0,1
2024-06-09,7,2024,6,23,0,0,1
2024-06-10,1,2024,6,24,0,0,1
2024-06-11,2,2024,6,24,0,0,1
2024-06-12,3,2024,6,24,0,0,1
2024-06-13,4,2024,6,24,0,0,1
2024-06-14,5,2024,6,24,0,0,1
2024-06-15,6,2024,6,24,0,0,1
2024-06-16,7,2024,6,24,0,0,1
2024-06-17,1,2024,6,25,0,0,1
2024-06-18,2,2024,6,25,0,0,1
2024-06-19,3,2024,6,25,0,0,1
2024-06-20,4,2024,6,25,0,0,1
2024-06-21,5,2024,6,25,0,0,1
2024-06-22,6,2024,6,25,0,0,1
2024-06-23,7,2024,6,25,0,0,1
2024-06-24,1,2024,6,26,0,0,1
2024-06-25,2,2024,6,26,0,0,1
2024-06-26,3,2024,6,26,0,0,1
2024-06-27,4,2024,6,26,0,0,1
2024-06-28,5,2024,6,26,0,0,1
2024-06-29,6,2024,6,26,0,0,1
2024-06-30,7,2024,6,26,0,0,1
